user,time_stamp,btag,cate,brand,userid,age_level,order_id
32899,1494107386,buy,12075,440166,32899,0,20
32899,1494107501,buy,12075,440166,32899,0,20
32899,1494226657,buy,6580,283057,32899,0,20
32899,1494303132,buy,2189,455842,32899,0,20
33135,1493639314,buy,6561,269325,33135,0,21
34209,1492955157,buy,4267,95766,34209,0,22
34209,1492955157,buy,6250,31725,34209,0,22
34209,1493692541,buy,6251,44616,34209,0,22
34209,1494067903,buy,6411,116740,34209,0,22
34209,1494067932,buy,6411,116740,34209,0,22
34209,1494219686,buy,4520,107961,34209,0,22
34209,1494219686,buy,562,107961,34209,0,22
34209,1494391758,buy,6433,102424,34209,0,22
34209,1494479786,buy,6250,136666,34209,0,22
34209,1494481205,buy,4301,178528,34209,0,22
36436,1493123294,buy,5870,256273,36436,0,23
36436,1493702482,buy,5213,390518,36436,0,23
36436,1493702575,buy,5213,390518,36436,0,23
36436,1494093447,buy,5215,85226,36436,0,23
36436,1494093904,buy,8198,245988,36436,0,23
36520,1493442044,buy,8179,428710,36520,0,24
36520,1494047932,buy,591,323708,36520,0,24
36520,1494236691,buy,11205,356282,36520,0,24
36520,1494238332,buy,6152,252916,36520,0,24
36520,1494602307,buy,8176,368444,36520,0,24
36520,1494602553,buy,6852,224771,36520,0,24
36900,1493440494,buy,4282,247789,36900,0,25
36900,1494226865,buy,6250,79741,36900,0,25
36900,1494292606,buy,6426,452596,36900,0,25
36900,1494292606,buy,6423,406489,36900,0,25
36900,1494295471,buy,6421,428144,36900,0,25
43244,1494131414,buy,11325,326817,43244,0,26
43244,1494133234,buy,8169,115501,43244,0,26
43244,1494243574,buy,5945,111758,43244,0,26
44547,1493191624,buy,4267,95766,44547,0,27
44547,1493646777,buy,7227,424698,44547,0,27
44547,1494601524,buy,10979,204541,44547,0,27
45170,1492847838,buy,531,381085,45170,0,28
45170,1493523051,buy,4262,370203,45170,0,28
45170,1493609173,buy,5474,433715,45170,0,28
45170,1493609173,buy,5474,433715,45170,0,28
45170,1493861944,buy,4609,304332,45170,0,28
45170,1493943216,buy,5263,184158,45170,0,28
45170,1493943395,buy,6932,377773,45170,0,28
45170,1493974842,buy,5766,400537,45170,0,28
45170,1494292755,buy,4505,98931,45170,0,28
45170,1494497598,buy,6111,369167,45170,0,28
45170,1494498572,buy,6111,369167,45170,0,28
45170,1494498798,buy,6111,369167,45170,0,28
46550,1493220084,buy,3182,256194,46550,0,29
46550,1493782325,buy,5172,44803,46550,0,29
46550,1493782325,buy,7956,44803,46550,0,29
46550,1493782325,buy,5172,44803,46550,0,29
46550,1493782325,buy,5172,44803,46550,0,29
46550,1493782325,buy,5172,44803,46550,0,29
46550,1493819834,buy,6499,136259,46550,0,29
46550,1494209306,buy,8847,271353,46550,0,29
46550,1494688822,buy,5689,158234,46550,0,29
46799,1493090142,buy,5753,230778,46799,0,30
46799,1493097698,buy,6617,428113,46799,0,30
46799,1493352746,buy,4569,227450,46799,0,30
46799,1493352746,buy,4569,227450,46799,0,30
46799,1493352746,buy,619,227450,46799,0,30
46799,1493352746,buy,619,227450,46799,0,30
46799,1493820869,buy,8277,72149,46799,0,30
47295,1492926163,buy,6617,138641,47295,0,31
47295,1493185912,buy,4262,370203,47295,0,31
47295,1493652806,buy,201,195240,47295,0,31
47295,1493652806,buy,5180,446768,47295,0,31
47295,1493652806,buy,201,195240,47295,0,31
47295,1493652806,buy,201,195240,47295,0,31
47295,1493652806,buy,11186,248376,47295,0,31
47295,1493652806,buy,11186,248376,47295,0,31
47295,1493652806,buy,5180,446768,47295,0,31
47295,1493652806,buy,11309,36241,47295,0,31
47295,1493652806,buy,201,195240,47295,0,31
47295,1493652806,buy,7869,36241,47295,0,31
47295,1493652806,buy,201,195240,47295,0,31
47295,1493737932,buy,4262,370203,47295,0,31
47295,1493737946,buy,4262,370203,47295,0,31
47295,1493807191,buy,12043,217699,47295,0,31
47295,1493825523,buy,4282,117096,47295,0,31
47295,1493825523,buy,4280,117096,47295,0,31
47295,1493825523,buy,4520,117096,47295,0,31
47295,1493825523,buy,4520,117096,47295,0,31
47295,1493825523,buy,4520,117096,47295,0,31
47295,1493825523,buy,4520,117096,47295,0,31
47295,1493825523,buy,562,117096,47295,0,31
47295,1493874974,buy,6426,117096,47295,0,31
47295,1493874974,buy,4520,117096,47295,0,31
47295,1493914746,buy,4280,117096,47295,0,31
47295,1493914746,buy,4520,117096,47295,0,31
47295,1493914746,buy,4520,117096,47295,0,31
47295,1493914746,buy,4282,117096,47295,0,31
47295,1493917201,buy,6621,123642,47295,0,31
47295,1493918523,buy,6621,230030,47295,0,31
47295,1493918523,buy,6621,230030,47295,0,31
47295,1493918523,buy,6621,344959,47295,0,31
47295,1493918718,buy,6621,230030,47295,0,31
47295,1493918718,buy,2205,258801,47295,0,31
47295,1493918718,buy,6621,230030,47295,0,31
47295,1494395998,buy,7212,671,47295,0,31
47295,1494436164,buy,4520,117096,47295,0,31
47295,1494436164,buy,562,117096,47295,0,31
47295,1494436164,buy,7210,117096,47295,0,31
47295,1494436164,buy,6152,117096,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,337716,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494480077,buy,201,299762,47295,0,31
47295,1494542535,buy,201,211816,47295,0,31
47295,1494542535,buy,201,211816,47295,0,31
47295,1494542535,buy,201,211816,47295,0,31
47295,1494542535,buy,201,211816,47295,0,31
47295,1494542535,buy,201,83693,47295,0,31
47295,1494542535,buy,201,195240,47295,0,31
47295,1494542535,buy,201,437671,47295,0,31
47295,1494542535,buy,201,400083,47295,0,31
47295,1494542535,buy,201,437671,47295,0,31
47295,1494542535,buy,201,220468,47295,0,31
47295,1494542535,buy,11186,250890,47295,0,31
47295,1494542535,buy,201,437671,47295,0,31
47295,1494542535,buy,201,437671,47295,0,31
47295,1494542535,buy,201,222595,47295,0,31
47295,1494542535,buy,6581,383485,47295,0,31
47295,1494542535,buy,4269,320252,47295,0,31
47295,1494542535,buy,201,384487,47295,0,31
47295,1494542535,buy,201,384487,47295,0,31
47295,1494542535,buy,201,304801,47295,0,31
47295,1494542535,buy,201,345798,47295,0,31
47295,1494595444,buy,12422,425589,47295,0,31
47295,1494626365,buy,6240,116740,47295,0,31
47295,1494626365,buy,448,99837,47295,0,31
47295,1494626365,buy,6251,88736,47295,0,31
47295,1494626365,buy,669,301640,47295,0,31
47295,1494626365,buy,6406,44846,47295,0,31
47295,1494626365,buy,6243,88736,47295,0,31
50843,1492829863,buy,5944,292611,50843,0,32
50843,1492830349,buy,5944,292611,50843,0,32
50843,1493302836,buy,6814,451093,50843,0,32
50843,1494563224,buy,6111,256653,50843,0,32
51161,1492830669,buy,5142,12186,51161,0,33
51161,1493469635,buy,5166,376893,51161,0,33
51161,1493646429,buy,4262,370203,51161,0,33
51161,1493647282,buy,6338,358127,51161,0,33
51161,1494304769,buy,6421,239257,51161,0,33
51161,1494304770,buy,4283,424355,51161,0,33
53900,1492848110,buy,4520,143597,53900,0,34
53900,1492848110,buy,4520,143597,53900,0,34
53900,1492944561,buy,669,455167,53900,0,34
53900,1493108955,buy,4270,425589,53900,0,34
53900,1493108955,buy,4270,425589,53900,0,34
53900,1493357499,buy,669,455167,53900,0,34
53900,1493713058,buy,11145,261569,53900,0,34
53900,1493713058,buy,6421,390351,53900,0,34
53900,1493713276,buy,6426,378114,53900,0,34
53900,1493877726,buy,11791,338878,53900,0,34
53900,1493877726,buy,4270,338878,53900,0,34
53900,1493877726,buy,4609,338878,53900,0,34
53900,1493877726,buy,4609,338878,53900,0,34
53900,1493877726,buy,7902,338878,53900,0,34
53900,1493877726,buy,5163,338878,53900,0,34
53900,1493974035,buy,5932,9256,53900,0,34
53900,1494482845,buy,8419,9930,53900,0,34
53900,1494630386,buy,6426,338327,53900,0,34
53900,1494630386,buy,648,23769,53900,0,34
57703,1493167972,buy,5022,223305,57703,0,35
57703,1493514655,buy,4267,416232,57703,0,35
57703,1493514655,buy,4267,416232,57703,0,35
57703,1493883552,buy,4521,107450,57703,0,35
57703,1493883765,buy,4520,309388,57703,0,35
57703,1493957693,buy,11883,303846,57703,0,35
57703,1494116487,buy,6438,322453,57703,0,35
57703,1494564508,buy,4520,309388,57703,0,35
57703,1494645566,buy,4855,289661,57703,0,35
66566,1493433194,buy,4262,370203,66566,0,36
66566,1493820264,buy,4262,370203,66566,0,36
66566,1493820275,buy,4262,370203,66566,0,36
66566,1493909620,buy,5945,459469,66566,0,36
66566,1493909943,buy,562,192988,66566,0,36
66566,1493910284,buy,6408,331997,66566,0,36
66566,1494091490,buy,6410,222030,66566,0,36
66566,1494091647,buy,6410,222030,66566,0,36
66566,1494137002,buy,7205,384341,66566,0,36
66566,1494137368,buy,4520,226380,66566,0,36
66566,1494137382,buy,4520,226380,66566,0,36
66566,1494137442,buy,4520,226380,66566,0,36
66566,1494210333,buy,4520,143597,66566,0,36
66566,1494232713,buy,6932,411745,66566,0,36
68919,1492835696,buy,771,188059,68919,0,37
68919,1492835696,buy,9382,188059,68919,0,37
68919,1492929336,buy,6183,188059,68919,0,37
68919,1492929336,buy,6183,188059,68919,0,37
68919,1492929336,buy,6183,188059,68919,0,37
68919,1493085955,buy,6497,12509,68919,0,37
68919,1493126779,buy,4633,238476,68919,0,37
68919,1493126779,buy,6576,113148,68919,0,37
68919,1493126779,buy,6953,206558,68919,0,37
68919,1493126779,buy,6540,240955,68919,0,37
68919,1493126779,buy,6953,206558,68919,0,37
68919,1493126779,buy,5768,407194,68919,0,37
68919,1493126779,buy,6606,232340,68919,0,37
68919,1493126779,buy,6578,129994,68919,0,37
68919,1493126779,buy,6576,113148,68919,0,37
68919,1493126779,buy,7243,381000,68919,0,37
68919,1493126779,buy,6954,342703,68919,0,37
68919,1493202242,buy,4755,284781,68919,0,37
68919,1493258500,buy,9133,243930,68919,0,37
68919,1493281398,buy,6183,188059,68919,0,37
68919,1493281398,buy,6183,188059,68919,0,37
68919,1493281398,buy,6183,188059,68919,0,37
68919,1493281398,buy,6183,188059,68919,0,37
68919,1493281398,buy,6183,188059,68919,0,37
68919,1493385811,buy,7242,176713,68919,0,37
68919,1493385811,buy,6850,458648,68919,0,37
68919,1493385811,buy,6080,74033,68919,0,37
68919,1493385811,buy,2206,8787,68919,0,37
68919,1493385811,buy,5964,64293,68919,0,37
68919,1493385811,buy,6398,137605,68919,0,37
68919,1493385811,buy,1101,17893,68919,0,37
68919,1493385811,buy,2204,8787,68919,0,37
68919,1493385811,buy,6815,109445,68919,0,37
68919,1493385811,buy,9086,387908,68919,0,37
68919,1493385811,buy,5446,53538,68919,0,37
68919,1493428948,buy,6183,188059,68919,0,37
68919,1493428948,buy,6183,188059,68919,0,37
68919,1493428948,buy,6183,188059,68919,0,37
68919,1493450253,buy,1535,187118,68919,0,37
68919,1493466977,buy,7121,361837,68919,0,37
68919,1493467175,buy,5158,153784,68919,0,37
68919,1493467445,buy,4267,25170,68919,0,37
68919,1493467445,buy,10,25170,68919,0,37
68919,1493525286,buy,2200,420120,68919,0,37
68919,1493525286,buy,4315,96790,68919,0,37
68919,1493525286,buy,9095,254674,68919,0,37
68919,1493525286,buy,5474,278251,68919,0,37
68919,1493525286,buy,1692,124290,68919,0,37
68919,1493611830,buy,6576,7333,68919,0,37
68919,1493611830,buy,6953,289886,68919,0,37
68919,1493611830,buy,7240,348180,68919,0,37
68919,1493611830,buy,6113,114137,68919,0,37
68919,1493611830,buy,9095,381000,68919,0,37
68919,1493611830,buy,5768,443907,68919,0,37
68919,1493611830,buy,6255,295300,68919,0,37
68919,1493611830,buy,4826,359406,68919,0,37
68919,1493632476,buy,8651,188059,68919,0,37
68919,1493632476,buy,8651,188059,68919,0,37
68919,1493699514,buy,6183,188059,68919,0,37
68919,1493699514,buy,6183,188059,68919,0,37
68919,1493955529,buy,6183,188059,68919,0,37
68919,1493955529,buy,6183,188059,68919,0,37
68919,1493955573,buy,11715,329525,68919,0,37
68919,1494067802,buy,4526,246332,68919,0,37
68919,1494201150,buy,8179,268666,68919,0,37
68919,1494333910,buy,6140,15729,68919,0,37
68919,1494333910,buy,6183,188059,68919,0,37
71882,1493000986,buy,4263,388700,71882,0,38
71882,1493692820,buy,4505,143597,71882,0,38
71882,1493717343,buy,4267,140078,71882,0,38
71882,1494031030,buy,4263,388700,71882,0,38
72630,1493604656,buy,4520,18595,72630,0,39
78384,1494154824,buy,6095,250999,78384,0,40
78384,1494387483,buy,12212,223773,78384,0,40
82069,1492838056,buy,6735,5172,82069,0,41
82069,1492838071,buy,6735,5172,82069,0,41
82069,1492866920,buy,4263,388700,82069,0,41
82069,1492876795,buy,4281,261089,82069,0,41
82069,1492933636,buy,6746,64890,82069,0,41
82069,1492933663,buy,6746,64890,82069,0,41
94428,1493559479,buy,7212,195240,94428,0,42
94428,1493559479,buy,7212,65244,94428,0,42
94428,1493559479,buy,771,143947,94428,0,42
94428,1493559479,buy,7212,304737,94428,0,42
94428,1493559546,buy,7212,195240,94428,0,42
94428,1493559546,buy,771,143947,94428,0,42
94428,1493559546,buy,7212,304737,94428,0,42
94428,1493559546,buy,7212,65244,94428,0,42
94428,1494306589,buy,5989,237452,94428,0,42
94428,1494306632,buy,5989,237452,94428,0,42
94428,1494411403,buy,6261,289024,94428,0,42
98419,1494580303,buy,6495,218931,98419,0,43
98645,1492910040,buy,4280,255952,98645,0,44
98645,1492910113,buy,5957,255952,98645,0,44
98645,1492938058,buy,6405,352816,98645,0,44
98645,1492938700,buy,7070,30836,98645,0,44
98645,1492941487,buy,7079,129440,98645,0,44
98645,1492952052,buy,4828,59040,98645,0,44
98645,1492953395,buy,4828,108165,98645,0,44
98645,1493720647,buy,5407,375709,98645,0,44
102782,1493096014,buy,6426,224832,102782,0,45
102782,1493096123,buy,2205,107356,102782,0,45
102782,1493200893,buy,9045,328331,102782,0,45
102782,1493959413,buy,5204,107789,102782,0,45
102782,1494566617,buy,4270,238285,102782,0,45
102782,1494566682,buy,4270,238285,102782,0,45
106292,1493102736,buy,4520,117096,106292,0,46
106292,1493102736,buy,4520,146115,106292,0,46
106525,1492867477,buy,2146,400083,106525,0,47
106525,1493292207,buy,2146,211672,106525,0,47
106525,1493292207,buy,2146,400083,106525,0,47
106525,1493292207,buy,4637,229317,106525,0,47
107595,1493897225,buy,9102,340073,107595,0,48
107595,1494461989,buy,4262,370203,107595,0,48
107595,1494462061,buy,4262,370203,107595,0,48
107595,1494644329,buy,5546,366530,107595,0,48
107595,1494644359,buy,5546,366530,107595,0,48
107595,1494645534,buy,7214,237452,107595,0,48
110195,1494337093,buy,6806,294275,110195,0,49
110195,1494422431,buy,6261,327439,110195,0,49
111514,1494381246,buy,5203,177078,111514,0,50
111514,1494437158,buy,4278,323197,111514,0,50
111514,1494462396,buy,4278,323197,111514,0,50
111898,1493600587,buy,4505,167959,111898,0,51
111898,1493601548,buy,4505,387141,111898,0,51
111898,1493794341,buy,6172,325820,111898,0,51
111898,1493962242,buy,5467,67130,111898,0,51
111898,1493962242,buy,5467,67130,111898,0,51
111898,1493962242,buy,5467,67130,111898,0,51
117225,1494318378,buy,8955,353281,117225,0,52
117225,1494318642,buy,7571,425589,117225,0,52
117225,1494318779,buy,7571,425589,117225,0,52
117225,1494318810,buy,8955,353281,117225,0,52
117225,1494462376,buy,8953,61873,117225,0,52
119281,1493178173,buy,7212,195240,119281,0,53
119281,1493178173,buy,7214,195240,119281,0,53
119281,1493178173,buy,7214,195240,119281,0,53
119281,1493178173,buy,7212,195240,119281,0,53
119281,1493178173,buy,7212,290394,119281,0,53
119281,1493178173,buy,7212,195240,119281,0,53
119281,1493178173,buy,7212,195240,119281,0,53
119281,1493178173,buy,7212,195240,119281,0,53
119281,1493439719,buy,5467,228482,119281,0,53
119281,1494082411,buy,6426,224832,119281,0,53
119281,1494082411,buy,6251,92154,119281,0,53
119281,1494426539,buy,6405,124049,119281,0,53
119281,1494429335,buy,4262,370203,119281,0,53
123401,1493532843,buy,278,35695,123401,0,54
123401,1493583420,buy,5271,431225,123401,0,54
123401,1493583420,buy,5271,431225,123401,0,54
123401,1493583594,buy,5271,431225,123401,0,54
123401,1493583594,buy,5271,431225,123401,0,54
123401,1493856614,buy,11325,326817,123401,0,54
123401,1493866246,buy,6139,441903,123401,0,54
123401,1493891393,buy,11325,326817,123401,0,54
123401,1493892461,buy,11325,326817,123401,0,54
123401,1493892555,buy,11325,326817,123401,0,54
123919,1492905335,buy,11708,282953,123919,0,55
123919,1492963912,buy,5474,407619,123919,0,55
123919,1492987202,buy,5474,287229,123919,0,55
123919,1493034734,buy,2238,301537,123919,0,55
123919,1493342645,buy,6103,55403,123919,0,55
123919,1493383908,buy,4551,72279,123919,0,55
123919,1493771232,buy,12245,244413,123919,0,55
123919,1494287259,buy,6281,433506,123919,0,55
126459,1494205741,buy,4267,168008,126459,0,56
128564,1492916537,buy,6300,143597,128564,0,57
128564,1494127886,buy,6423,62765,128564,0,57
128564,1494127886,buy,4282,18595,128564,0,57
129298,1492837223,buy,6509,38100,129298,0,58
129298,1492850555,buy,6511,39211,129298,0,58
129298,1492929035,buy,4384,247789,129298,0,58
129298,1493085692,buy,6512,39211,129298,0,58
129298,1493085692,buy,6512,39211,129298,0,58
129298,1493127247,buy,5467,320162,129298,0,58
129298,1493127247,buy,5467,320162,129298,0,58
129298,1493370045,buy,6185,276610,129298,0,58
129298,1493370045,buy,843,269680,129298,0,58
129298,1493555538,buy,6426,380009,129298,0,58
129298,1493555538,buy,5036,347762,129298,0,58
129298,1493622151,buy,123,119358,129298,0,58
129298,1493622151,buy,123,119358,129298,0,58
129437,1493650343,buy,6261,419304,129437,0,59
129437,1493733017,buy,4262,370203,129437,0,59
129437,1493756646,buy,5467,224985,129437,0,59
132205,1493170694,buy,11700,205052,132205,0,60
132205,1493775459,buy,5899,215563,132205,0,60
132205,1494254615,buy,4754,421776,132205,0,60
134908,1493547789,buy,1513,116495,134908,0,61
135138,1492975098,buy,8616,225992,135138,0,62
135138,1493934806,buy,6167,160582,135138,0,62
135138,1494167371,buy,4505,203037,135138,0,62
135138,1494222937,buy,4267,94335,135138,0,62
135138,1494223028,buy,4270,69685,135138,0,62
135138,1494252827,buy,4267,94335,135138,0,62
135138,1494281116,buy,1304,198923,135138,0,62
135138,1494402531,buy,4505,209513,135138,0,62
145305,1492956833,buy,7494,337231,145305,0,63
145305,1493215680,buy,6423,162221,145305,0,63
145305,1493271914,buy,4520,348162,145305,0,63
145305,1493271914,buy,6300,348162,145305,0,63
145305,1493906711,buy,12751,249634,145305,0,63
145305,1493995762,buy,4301,108816,145305,0,63
145870,1492921035,buy,7393,322593,145870,0,64
145870,1493103729,buy,7294,123053,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
145870,1493340820,buy,11159,292217,145870,0,64
